feature1,feature2,predicted_probability,target
0.4967141530112327,-1.4153707420504142,0.9707324043882626,1
-0.13826430117118466,-0.42064532276535904,0.6930513189003871,1
0.6476885381006925,-0.3427145165267695,0.9805952819119571,1
1.5230298564080254,-0.8022772692216189,0.9526753209780319,1
-0.23415337472333597,-0.16128571166600914,0.3362592280385192,0
-0.23413695694918055,0.4040508568145384,0.37618726471884,0
1.5792128155073915,1.8861859012105302,0.5978955673946482,1
0.7674347291529088,0.17457781283183896,0.5346806504375827,1
-0.4694743859349521,0.25755039072276437,0.5503890006887133,1
0.5425600435859647,-0.07444591576616721,0.5091109128257749,1
-0.46341769281246226,-1.9187712152990415,0.5472214803779643,1
-0.46572975357025687,-0.026513875449216878,0.8415033867081785,1
0.24196227156603412,0.06023020994102644,0.5355943242301144,1
-1.913280244657798,2.463242112485286,0.6594878151468806,1
-1.7249178325130328,-0.19236096478112252,0.9224376554847273,1
-0.5622875292409727,0.30154734233361247,0.511635967867913,1
-1.0128311203344238,-0.03471176970524331,0.9072342412944678,1
0.3142473325952739,-1.168678037619532,0.39578952186292427,0
-0.9080240755212109,1.1428228145150205,0.39480907139727694,0
-1.4123037013352915,0.7519330326867741,0.045603051524345184,0
1.465648768921554,0.7910319470430469,0.6409273873867,1
-0.22577630048653566,-0.9093874547947389,0.24721015235129074,0
0.06752820468792384,1.4027943109360992,0.028779380008322142,0
-1.4247481862134568,-1.4018510627922809,0.5590824138108281,1
-0.5443827245251827,0.5868570938002703,0.27476444116186777,0
0.11092258970986608,2.1904556258099785,0.8483685826820753,1
-1.1509935774223028,-0.9905363251306883,0.2207652506866885,0
0.37569801834567196,-0.5662977296027719,0.4438520913791499,0
-0.600638689918805,0.09965136508764122,0.8144714233899419,1
-0.2916937497932768,-0.5034756541161992,0.17545750627603934,0
-0.6017066122293969,-1.5506634310661327,0.05853350821380293,0
1.8522781845089378,0.06856297480602733,0.9387360067635264,1
-0.013497224737933921,-1.0623037137261049,0.8675355219019429,1
-1.0577109289559004,0.4735924306351816,0.07149584102641793,0
0.822544912103189,-0.9194242342338032,0.9017404651924243,1
-1.2208436499710222,1.5499344050175394,0.3807553158587361,0
0.2088635950047554,-0.7832532923362371,0.30910903165813053,0
-1.9596701238797756,-0.3220615162056756,0.6410172862856532,1
-1.3281860488984305,0.8135172173696698,0.5887197718898614,1
0.19686123586912352,-1.2308643164339552,0.8753073758204292,1
0.7384665799954104,0.22745993460412942,0.9034173696336321,1
0.1713682811899705,1.307142754282428,0.9952525710003366,1
-0.11564828238824053,-1.6074832345612275,0.7063088384557132,1
-0.3011036955892888,0.1846338585323042,0.05056133806139512,0
-1.4785219903674274,0.25988279424842353,0.6860090428963916,1
-0.7198442083947086,0.7818228717773104,0.04205340305749872,0
-0.4606387709597875,-1.236950710878082,0.35048456572956,0
1.0571222262189157,-1.3204566130842763,0.036381503182096764,0
0.3436182895684614,0.5219415656168976,0.4109300296451781,0
-1.763040155362734,0.29698467323318606,0.8882064803709984,1
0.324083969394795,0.25049285034587654,0.6704017701265089,1
-0.38508228041631654,0.3464482094969757,0.9653786628017824,1
-0.6769220003059587,-0.6800247215784908,0.3531211135782481,0
0.6116762888408679,0.23225369716100355,0.04067439032094988,0
1.030999522495951,0.29307247329868125,0.04241885704259596,0
0.9312801191161986,-0.7143514180263678,0.4933197892505877,0
-0.8392175232226385,1.8657745111447566,0.9292063759215059,1
-0.3092123758512146,0.4738329209117875,0.7144970136875092,1
0.33126343140356396,-1.1913034972026486,0.8754355338957487,1
0.9755451271223592,0.6565536086338297,0.18713539787806016,0
-0.47917423784528995,-0.9746816702273214,0.8772714370423411,1
-0.18565897666381712,0.787084603742452,0.5515619344179663,1
-1.1063349740060282,1.158595579007404,0.9512764533397833,1
-1.1962066240806708,-0.8206823183517105,0.7526261862239285,1
0.812525822394198,0.9633761292443218,0.18532107353344546,0
1.356240028570823,0.4127809269364983,0.4063997836287513,0
-0.07201012158033385,0.82206015999449,0.47362428869192935,0
1.0035328978920242,1.8967929826539474,0.9132287330538709,1
0.36163602504763415,-0.2453881160028705,0.49300053191143545,0
-0.6451197546051243,-0.7537361643574896,0.3766890926294708,0
0.36139560550841393,-0.8895144296255233,0.18812979276545788,0
